FirstName,LastName,Email,Position,EquipmentModel,SystemAccount
Name304,Surname304,user304@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_304
Name305,Surname305,user305@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_305
Name306,Surname306,user306@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_306
Name307,Surname307,user307@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_307
Name308,Surname308,user308@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_308
Name309,Surname309,user309@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_309
Name310,Surname310,user310@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_310
Name311,Surname311,user311@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_311
Name312,Surname312,user312@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_312
Name313,Surname313,user313@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_313
Name314,Surname314,user314@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_314
Name315,Surname315,user315@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_315
Name316,Surname316,user316@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_316
Name317,Surname317,user317@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_317
Name318,Surname318,user318@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_318
Name319,Surname319,user319@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_319
Name320,Surname320,user320@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_320
Name321,Surname321,user321@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_321
Name322,Surname322,user322@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_322
Name323,Surname323,user323@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_323
Name324,Surname324,user324@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_324
Name325,Surname325,user325@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_325
Name326,Surname326,user326@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_326
Name327,Surname327,user327@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_327
Name328,Surname328,user328@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_328
Name329,Surname329,user329@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_329
Name330,Surname330,user330@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_330
Name331,Surname331,user331@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_331
Name332,Surname332,user332@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_332
Name333,Surname333,user333@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_333
Name334,Surname334,user334@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_334
Name335,Surname335,user335@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_335
Name336,Surname336,user336@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_336
Name337,Surname337,user337@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_337
Name338,Surname338,user338@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_338
Name339,Surname339,user339@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_339
Name340,Surname340,user340@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_340
Name341,Surname341,user341@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_341
Name342,Surname342,user342@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_342
Name343,Surname343,user343@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_343
Name344,Surname344,user344@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_344
Name345,Surname345,user345@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_345
Name346,Surname346,user346@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_346
Name347,Surname347,user347@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_347
Name348,Surname348,user348@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_348
Name349,Surname349,user349@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_349
Name350,Surname350,user350@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_350
Name351,Surname351,user351@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_351
Name352,Surname352,user352@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_352
Name353,Surname353,user353@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_353
Name354,Surname354,user354@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_354
Name355,Surname355,user355@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_355
Name356,Surname356,user356@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_356
Name357,Surname357,user357@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_357
Name358,Surname358,user358@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_358
Name359,Surname359,user359@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_359
Name360,Surname360,user360@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_360
Name361,Surname361,user361@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_361
Name362,Surname362,user362@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_362
Name363,Surname363,user363@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_363
Name364,Surname364,user364@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_364
Name365,Surname365,user365@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_365
Name366,Surname366,user366@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_366
Name367,Surname367,user367@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_367
Name368,Surname368,user368@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_368
Name369,Surname369,user369@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_369
Name370,Surname370,user370@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_370
Name371,Surname371,user371@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_371
Name372,Surname372,user372@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_372
Name373,Surname373,user373@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_373
Name374,Surname374,user374@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_374
Name375,Surname375,user375@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_375
Name376,Surname376,user376@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_376
Name377,Surname377,user377@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_377
Name378,Surname378,user378@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_378
Name379,Surname379,user379@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_379
Name380,Surname380,user380@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_380
Name381,Surname381,user381@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_381
Name382,Surname382,user382@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_382
Name383,Surname383,user383@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_383
Name384,Surname384,user384@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_384
Name385,Surname385,user385@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_385
Name386,Surname386,user386@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_386
Name387,Surname387,user387@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_387
Name388,Surname388,user388@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_388
Name389,Surname389,user389@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_389
Name390,Surname390,user390@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_390
Name391,Surname391,user391@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_391
Name392,Surname392,user392@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_392
Name393,Surname393,user393@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_393
Name394,Surname394,user394@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_394
Name395,Surname395,user395@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_395
Name396,Surname396,user396@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_396
Name397,Surname397,user397@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_397
Name398,Surname398,user398@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_398
Name399,Surname399,user399@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_399
Name400,Surname400,user400@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_400
Name401,Surname401,user401@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_401
Name402,Surname402,user402@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_402
Name403,Surname403,user403@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_403
Name404,Surname404,user404@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_404
Name405,Surname405,user405@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_405
Name406,Surname406,user406@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_406
Name407,Surname407,user407@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_407
Name408,Surname408,user408@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_408
Name409,Surname409,user409@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_409
Name410,Surname410,user410@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_410
Name411,Surname411,user411@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_411
Name412,Surname412,user412@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_412
Name413,Surname413,user413@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_413
Name414,Surname414,user414@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_414
Name415,Surname415,user415@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_415
Name416,Surname416,user416@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_416
Name417,Surname417,user417@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_417
Name418,Surname418,user418@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_418
Name419,Surname419,user419@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_419
Name420,Surname420,user420@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_420
Name421,Surname421,user421@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_421
Name422,Surname422,user422@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_422
Name423,Surname423,user423@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_423
Name424,Surname424,user424@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_424
Name425,Surname425,user425@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_425
Name426,Surname426,user426@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_426
Name427,Surname427,user427@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_427
Name428,Surname428,user428@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_428
Name429,Surname429,user429@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_429
Name430,Surname430,user430@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_430
Name431,Surname431,user431@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_431
Name432,Surname432,user432@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_432
Name433,Surname433,user433@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_433
Name434,Surname434,user434@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_434
Name435,Surname435,user435@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_435
Name436,Surname436,user436@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_436
Name437,Surname437,user437@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_437
Name438,Surname438,user438@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_438
Name439,Surname439,user439@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_439
Name440,Surname440,user440@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_440
Name441,Surname441,user441@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_441
Name442,Surname442,user442@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_442
Name443,Surname443,user443@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_443
Name444,Surname444,user444@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_444
Name445,Surname445,user445@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_445
Name446,Surname446,user446@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_446
Name447,Surname447,user447@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_447
Name448,Surname448,user448@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_448
Name449,Surname449,user449@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_449
Name450,Surname450,user450@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_450
Name451,Surname451,user451@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_451
Name452,Surname452,user452@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_452
Name453,Surname453,user453@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_453
Name454,Surname454,user454@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_454
Name455,Surname455,user455@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_455
Name456,Surname456,user456@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_456
Name457,Surname457,user457@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_457
Name458,Surname458,user458@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_458
Name459,Surname459,user459@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_459
Name460,Surname460,user460@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_460
Name461,Surname461,user461@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_461
Name462,Surname462,user462@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_462
Name463,Surname463,user463@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_463
Name464,Surname464,user464@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_464
Name465,Surname465,user465@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_465
Name466,Surname466,user466@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_466
Name467,Surname467,user467@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_467
Name468,Surname468,user468@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_468
Name469,Surname469,user469@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_469
Name470,Surname470,user470@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_470
Name471,Surname471,user471@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_471
Name472,Surname472,user472@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_472
Name473,Surname473,user473@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_473
Name474,Surname474,user474@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_474
Name475,Surname475,user475@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_475
Name476,Surname476,user476@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_476
Name477,Surname477,user477@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_477
Name478,Surname478,user478@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_478
Name479,Surname479,user479@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_479
Name480,Surname480,user480@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_480
Name481,Surname481,user481@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_481
Name482,Surname482,user482@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_482
Name483,Surname483,user483@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_483
Name484,Surname484,user484@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_484
Name485,Surname485,user485@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_485
Name486,Surname486,user486@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_486
Name487,Surname487,user487@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_487
Name488,Surname488,user488@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_488
Name489,Surname489,user489@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_489
Name490,Surname490,user490@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_490
Name491,Surname491,user491@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_491
Name492,Surname492,user492@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_492
Name493,Surname493,user493@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_493
Name494,Surname494,user494@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_494
Name495,Surname495,user495@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_495
Name496,Surname496,user496@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_496
Name497,Surname497,user497@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_497
Name498,Surname498,user498@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_498
Name499,Surname499,user499@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_499
Name500,Surname500,user500@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_500
Name501,Surname501,user501@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_501
Name502,Surname502,user502@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_502
Name503,Surname503,user503@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_503
Name504,Surname504,user504@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_504
Name505,Surname505,user505@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_505
Name506,Surname506,user506@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_506
Name507,Surname507,user507@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_507
Name508,Surname508,user508@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_508
Name509,Surname509,user509@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_509
Name510,Surname510,user510@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_510
Name511,Surname511,user511@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_511
Name512,Surname512,user512@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_512
Name513,Surname513,user513@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_513
Name514,Surname514,user514@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_514
Name515,Surname515,user515@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_515
Name516,Surname516,user516@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_516
Name517,Surname517,user517@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_517
Name518,Surname518,user518@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_518
Name519,Surname519,user519@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_519
Name520,Surname520,user520@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_520
Name521,Surname521,user521@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_521
Name522,Surname522,user522@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_522
Name523,Surname523,user523@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_523
Name524,Surname524,user524@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_524
Name525,Surname525,user525@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_525
Name526,Surname526,user526@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_526
Name527,Surname527,user527@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_527
Name528,Surname528,user528@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_528
Name529,Surname529,user529@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_529
Name530,Surname530,user530@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_530
Name531,Surname531,user531@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_531
Name532,Surname532,user532@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_532
Name533,Surname533,user533@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_533
Name534,Surname534,user534@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_534
Name535,Surname535,user535@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_535
Name536,Surname536,user536@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_536
Name537,Surname537,user537@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_537
Name538,Surname538,user538@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_538
Name539,Surname539,user539@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_539
Name540,Surname540,user540@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_540
Name541,Surname541,user541@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_541
Name542,Surname542,user542@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_542
Name543,Surname543,user543@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_543
Name544,Surname544,user544@lviv.polytechnic.ua,QA,MacBook Pro,SAP_Acc_544
Name545,Surname545,user545@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_545
Name546,Surname546,user546@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_546
Name547,Surname547,user547@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_547
Name548,Surname548,user548@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_548
Name549,Surname549,user549@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_549
Name550,Surname550,user550@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_550
Name551,Surname551,user551@lviv.polytechnic.ua,DevOps,Dell XPS,SAP_Acc_551
Name552,Surname552,user552@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_552
Name553,Surname553,user553@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_553
Name554,Surname554,user554@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_554
Name555,Surname555,user555@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_555
Name556,Surname556,user556@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_556
Name557,Surname557,user557@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_557
Name558,Surname558,user558@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_558
Name559,Surname559,user559@lviv.polytechnic.ua,QA,Dell XPS,SAP_Acc_559
Name560,Surname560,user560@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_560
Name561,Surname561,user561@lviv.polytechnic.ua,Manager,MacBook Pro,SAP_Acc_561
Name562,Surname562,user562@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_562
Name563,Surname563,user563@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_563
Name564,Surname564,user564@lviv.polytechnic.ua,Designer,MacBook Pro,SAP_Acc_564
Name565,Surname565,user565@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_565
Name566,Surname566,user566@lviv.polytechnic.ua,DevOps,Keyboard,SAP_Acc_566
Name567,Surname567,user567@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_567
Name568,Surname568,user568@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_568
Name569,Surname569,user569@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_569
Name570,Surname570,user570@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_570
Name571,Surname571,user571@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_571
Name572,Surname572,user572@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_572
Name573,Surname573,user573@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_573
Name574,Surname574,user574@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_574
Name575,Surname575,user575@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_575
Name576,Surname576,user576@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_576
Name577,Surname577,user577@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_577
Name578,Surname578,user578@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_578
Name579,Surname579,user579@lviv.polytechnic.ua,QA,Monitor 27',SAP_Acc_579
Name580,Surname580,user580@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_580
Name581,Surname581,user581@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_581
Name582,Surname582,user582@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_582
Name583,Surname583,user583@lviv.polytechnic.ua,Manager,ThinkPad,SAP_Acc_583
Name584,Surname584,user584@lviv.polytechnic.ua,QA,ThinkPad,SAP_Acc_584
Name585,Surname585,user585@lviv.polytechnic.ua,Designer,Dell XPS,SAP_Acc_585
Name586,Surname586,user586@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_586
Name587,Surname587,user587@lviv.polytechnic.ua,Manager,Dell XPS,SAP_Acc_587
Name588,Surname588,user588@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_588
Name589,Surname589,user589@lviv.polytechnic.ua,Designer,Keyboard,SAP_Acc_589
Name590,Surname590,user590@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_590
Name591,Surname591,user591@lviv.polytechnic.ua,Developer,MacBook Pro,SAP_Acc_591
Name592,Surname592,user592@lviv.polytechnic.ua,DevOps,MacBook Pro,SAP_Acc_592
Name593,Surname593,user593@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_593
Name594,Surname594,user594@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_594
Name595,Surname595,user595@lviv.polytechnic.ua,DevOps,Monitor 27',SAP_Acc_595
Name596,Surname596,user596@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_596
Name597,Surname597,user597@lviv.polytechnic.ua,DevOps,ThinkPad,SAP_Acc_597
Name598,Surname598,user598@lviv.polytechnic.ua,Developer,Keyboard,SAP_Acc_598
Name599,Surname599,user599@lviv.polytechnic.ua,Developer,Monitor 27',SAP_Acc_599
Name600,Surname600,user600@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_600
Name601,Surname601,user601@lviv.polytechnic.ua,Developer,ThinkPad,SAP_Acc_601
Name602,Surname602,user602@lviv.polytechnic.ua,Designer,ThinkPad,SAP_Acc_602
Name603,Surname603,user603@lviv.polytechnic.ua,Manager,Monitor 27',SAP_Acc_603
Name604,Surname604,user604@lviv.polytechnic.ua,Developer,Dell XPS,SAP_Acc_604
Name605,Surname605,user605@lviv.polytechnic.ua,Designer,Monitor 27',SAP_Acc_605
Name606,Surname606,user606@lviv.polytechnic.ua,QA,Keyboard,SAP_Acc_606
Name607,Surname607,user607@lviv.polytechnic.ua,Manager,Keyboard,SAP_Acc_607
